term,sumsq,df,statistic,p.value,iteration
mgmt,2.5239453181247313,1,0.8575030102345692,0.35586873859508117,47
mgmt,10.122963162775932,1,2.4946902762650467,0.11625637564723978,48
mgmt,3.0524619348926763,1,0.7866790166174259,0.3764715402291544,49
mgmt,6.937370998459755,1,2.0254917155030947,0.15667565548320947,50
mgmt,0.194656662582247,1,0.04775048450914721,0.8273104867761626,51
mgmt,10.418733960911027,1,2.8774265586674597,0.09182405496941964,52
mgmt,2.4312301808655548,1,0.675518176679903,0.41238870865307964,53
mgmt,6.0340626201584655,1,1.2414788531229914,0.2668999425304824,54
mgmt,1.8835670852423618,1,0.49016715441928893,0.4848955341077509,55
mgmt,12.065576904291447,1,3.6621390948823116,0.05749343395445301,56
mgmt,7.5734446707581355,1,2.1290078719920085,0.14654490386944227,57
mgmt,19.74546865701234,1,4.927496210231921,0.027874831314106546,58
mgmt,2.490046748063264,1,0.6269045060422783,0.42969531819580853,59
mgmt,3.6166984217602476,1,0.9504148037219025,0.3311230289924253,60
mgmt,3.599291259266465,1,1.0474813765362052,0.3076723292418844,61
mgmt,6.606776508014832,1,1.7837865455106399,0.1836304147065404,62
mgmt,2.536382739316309,1,0.5213734800579165,0.4713373398182956,63
mgmt,3.107937965013093,1,0.7245990208879032,0.39594423663238243,64
mgmt,3.2660124037420246,1,0.9822623507854007,0.3231756699960001,65
mgmt,0.9565622567874925,1,0.29440537864594546,0.5881855092083746,66
mgmt,6.153980115169702,1,1.5232840083732984,0.21897923778380962,67
mgmt,4.181484028119144,1,1.0371573770291957,0.31006032944203704,68
mgmt,14.17105987460701,1,4.822525501394378,0.029566422716986528,69
mgmt,3.5416685721318117,1,0.9209418187568551,0.3387128088017557,70
mgmt,1.846172345483069,1,0.5062733734042538,0.4778191738671297,71
mgmt,6.065510691405507,1,1.7454907987076078,0.18837916533368487,72
mgmt,3.9000793907165416,1,1.036559069715345,0.31019946375672786,73
mgmt,22.984962075116755,1,5.302978078240029,0.022610342500505205,74
mgmt,8.324702118746586,1,2.00084395630856,0.15920447324305645,75
mgmt,25.138506747393365,1,7.882316725903245,0.005629797413170816,76
mgmt,15.601333096242797,1,3.7460263764309145,0.05474175106361468,77
mgmt,24.809134328847904,1,6.0806474373424795,0.01474984198661141,78
mgmt,3.797715199140839,1,0.996499775601757,0.3197048384714207,79
mgmt,3.28114247659812,1,0.8484010602670706,0.35842728506652466,80
mgmt,0.1657033547788842,1,0.03967923930240272,0.8423684432171866,81
mgmt,18.838307358972884,1,6.190820996408532,0.013892346730912731,82
mgmt,19.112544050847987,1,5.618232456179806,0.018996698552035327,83
mgmt,11.132995480714555,1,3.6814183702873375,0.056848166720214144,84
mgmt,7.940189890343504,1,2.2490233560340793,0.13571981636061003,85
mgmt,0.8536355644182549,1,0.20619386114907784,0.6503982463412775,86
mgmt,3.18514489887707,1,0.8463618137787378,0.35900399781664694,87
mgmt,7.540093620545122,1,2.127103284677324,0.14672441998668984,88
mgmt,8.395239879330575,1,1.9909928368726455,0.16022826078912147,89
mgmt,0.3889508877488197,1,0.08261005146763341,0.774172467199604,90
mgmt,5.807488431110983,1,1.3692505219953346,0.243725252581052,91
mgmt,26.705556035897075,1,9.094651638050859,0.002993759432045325,92
mgmt,4.14724621443122,1,0.9849389993826302,0.32251934983440333,93
mgmt,0.691708639409967,1,0.15158878312141047,0.697552634245583,94
mgmt,8.88557767617067,1,2.4788553363426433,0.11741207205662228,95
mgmt,7.287065521116347,1,1.7860658579398354,0.18335222168068846,96
mgmt,4.773675575537254,1,1.2583159127564167,0.26369377779437636,97
mgmt,3.1674334385785414,1,1.059790958836318,0.30485635152431684,98
mgmt,18.815685522125477,1,5.723648496467318,0.017927557759193632,99
mgmt,2.4565350685503518,1,0.588028756618731,0.4443413276956786,100
mgmt,14.402678251666146,1,4.412146984205202,0.03729226510464891,101
mgmt,5.33921025486211,1,1.476775047908583,0.2261157741398983,102
mgmt,1.098222098719134,1,0.2855558831458425,0.5938433438386552,103
mgmt,17.010354121864793,1,4.760142781575396,0.030622608866916298,104
mgmt,20.090275154138908,1,5.615919219665955,0.01902089275241073,105
mgmt,3.72318421210457,1,1.0634378752704776,0.3040285269604498,106
mgmt,2.0888644405469563,1,0.6368447504051074,0.4260687950925671,107
mgmt,16.740775256585835,1,4.830078971745911,0.02944116508456584,108
mgmt,2.5822692823015814,1,0.6814197763698313,0.41035883076743296,109
mgmt,2.8122956521464175,1,0.8545775548382941,0.35668832322856825,110
mgmt,6.943842761833366,1,1.9499087789710818,0.16458039237033253,111
mgmt,0.24759254418472665,1,0.07391528342857945,0.7860786471836361,112
mgmt,17.86973497535456,1,6.084359724764914,0.01472006992929431,113
mgmt,3.449964303462707,1,0.8569360844456919,0.3560273633709913,114
mgmt,0.0854969638254488,1,0.019425212203747235,0.8893341035600774,115
mgmt,1.4787147852583757,1,0.45406166023833755,0.5014096208166618,116
mgmt,7.916856724404738,1,1.8237824180766804,0.17881955386383228,117
mgmt,1.6653456130613904,1,0.40801953590034684,0.5239131415091668,118
mgmt,17.787449781094438,1,4.945064988813035,0.02760180600542397,119
mgmt,19.105773855202642,1,4.971497370669953,0.027196321384720203,120
mgmt,1.4513526386638205,1,0.39850146395895886,0.5287880416652802,121
mgmt,22.895402109978818,1,7.367511558925096,0.007389020403618281,122
mgmt,0.16784559966293955,1,0.052631829848304515,0.8188458961210068,123
mgmt,1.4276848507594195,1,0.44134079159605955,0.5074567821168179,124
mgmt,3.300442826931885,1,0.7733723541636841,0.38052843890644217,125
mgmt,0.6007170576343697,1,0.16497643588474312,0.6851721738431057,126
mgmt,12.430329265968112,1,3.3344672183186193,0.069754361485603,127
mgmt,7.149187951524368,1,1.8700944239216282,0.17343124642507055,128
mgmt,10.592517392115838,1,2.5311179069743304,0.11364554505872308,129
mgmt,3.469419806611768,1,0.916522843949372,0.33987092352544046,130
mgmt,1.191169100519346,1,0.30524952838374436,0.581400747647997,131
mgmt,14.259993799512586,1,3.4521577996662716,0.06505394268902487,132
mgmt,6.661278494990029,1,2.08583053532044,0.1506767667889137,133
mgmt,0.0045603109590501845,1,0.001185161174547959,0.9725813251329419,134
mgmt,10.305735751152156,1,2.387843180059561,0.12430844373099326,135
mgmt,3.775563993770106,1,1.0355728302161666,0.3104289889370923,136
mgmt,15.175422833356947,1,4.0521059826047825,0.04583632467336407,137
mgmt,0.44975336265440546,1,0.09637330675696827,0.756640365616335,138
mgmt,4.102154635444435,1,1.0915075849786005,0.29775361393193023,139
mgmt,5.479587850665837,1,1.725017227201141,0.19097695927223846,140
mgmt,2.9236237434690793,1,0.7700508411272856,0.3815507651142569,141
mgmt,12.833222540908878,1,3.5715508107239957,0.060632406648344184,142
mgmt,3.177220563284777,1,0.914724785540209,0.3403436878299426,143
mgmt,1.8758658370475132,1,0.589751220031515,0.4436762170064039,144
mgmt,2.977264133118638,1,0.694160247239656,0.4060267108605564,145
mgmt,7.387888412194798,1,1.8351315890245297,0.17748130484249455,146
mgmt,22.713630236688687,1,7.276022439946329,0.007756848209463922,147
mgmt,9.465175452560516,1,2.4784145489164584,0.11744442518753394,148
mgmt,1.5532775627340243,1,0.44115778000352934,0.5075446958114288,149
mgmt,3.97505716919909,1,1.1760018250289739,0.27984455312275475,150
mgmt,4.9993974724903865,1,1.2249196759998837,0.2701010419885929,151
mgmt,0.8084253723089887,1,0.22556437728405407,0.6354966971293181,152
mgmt,7.119945625827654,1,1.9923569204624536,0.16008604693764236,153
mgmt,4.7992948730873195,1,1.1671579381474906,0.2816533656184096,154
mgmt,3.0132717407869904,1,0.7729354287395276,0.38066269726123314,155
mgmt,0.45903798505617033,1,0.11135286139682837,0.7390572693992679,156
mgmt,12.672903565856359,1,3.366279132176887,0.0684487032331617,157
mgmt,19.039600803813926,1,6.3584847052560125,0.012685562395897803,158
mgmt,0.04664991580466449,1,0.012756086281470229,0.9102210776153449,159
mgmt,10.237578088856935,1,3.0763357439047603,0.08140307737354077,160
mgmt,8.148045906851166,1,2.1792039559918397,0.1419024925054335,161
mgmt,12.350425575410554,1,3.0058188894777236,0.08494172739409686,162
mgmt,4.37024043185238,1,1.1296034777998767,0.2895024273651004,163
mgmt,10.790939958749448,1,3.6229385484351964,0.05882981433422213,164
mgmt,26.520613229474634,1,7.0768250022247905,0.008624698673184347,165
mgmt,2.2224193784040835,1,0.5779908377881038,0.44824841291442397,166
mgmt,13.810191166723826,1,3.3027468732944185,0.07108311113852227,167
mgmt,8.643360225319498,1,1.8652755408678316,0.17398303228449577,168
mgmt,20.965290627588615,1,8.011652738665568,0.0052599812357785915,169
mgmt,5.75122728955796,1,1.4503411242915019,0.23029724295417706,170
mgmt,20.67984578697144,1,4.864252775630392,0.028881408237060348,171
mgmt,3.7843154087754556,1,0.8910974964860394,0.34663976848484557,172
mgmt,2.2047170771792253,1,0.5739654409697404,0.44983031199161216,173
mgmt,7.455658217325208,1,1.944256164298313,0.1651897769017391,174
mgmt,9.57922984511822,1,2.322876826361008,0.12950873927401352,175
mgmt,6.2194829767875035,1,1.664801425471979,0.1988655200498222,176
mgmt,5.621992381340874,1,1.2777163705161614,0.26005898080808604,177
mgmt,0.01421820694258713,1,0.003376099053328049,0.9537399825552382,178
mgmt,6.323987107345829,1,1.7741154709683806,0.18481628596176883,179
mgmt,1.8390899833726735,1,0.38041605358744035,0.53827974561492975,180
mgmt,1.515611986124327,1,0.326110089801487,0.5687803860781353,181
mgmt,0.039229775019180124,1,0.009031366182473088,0.9244101794032744,182
mgmt,3.7907445710829393,1,1.2084436811850754,0.27333416225949014,183
mgmt,15.081769463372211,1,3.852595434034732,0.05144769172788977,184
mgmt,17.150785948246494,1,3.7235367630501206,0.05546533387050423,185
mgmt,2.0887572883126495,1,0.5409934593228151,0.4631256980501187,186
mgmt,3.780888160175664,1,0.992312474942113,0.3207204784539033,187
mgmt,2.876365901321492,1,0.7249653473869998,0.39582512555271476,188
mgmt,10.522222444400313,1,2.4392294592429926,0.12036070438473569,189
mgmt,4.655885164453707,1,1.592625402533599,0.20883497373877827,190
mgmt,19.334697011042863,1,5.308392733295605,0.022542547789084072,191
mgmt,2.82218187443209,1,0.6961560486678917,0.4053541865927668,192
mgmt,3.1953910672915526,1,1.0405837961094677,0.30926509935147733,193
mgmt,10.847524083048938,1,2.8456705425363316,0.0936190146673697,194
mgmt,6.200062942193767,1,1.7350306637676551,0.18970117984042176,195
mgmt,6.426323001339142,1,1.473462453203855,0.226634708477842,196
mgmt,0.020204862690661685,1,0.005077853673673722,0.9432828501368766,197
mgmt,4.9222557347873135,1,1.2060854504504532,0.2738009079136466,198
mgmt,1.9800821851656565,1,0.41145338207476323,0.5221740685909503,199
mgmt,9.29043190759046,1,2.529311764307105,0.1137734456823243,200
mgmt,7.128309567245935,1,2.233376358454991,0.13707845040663538,201
mgmt,3.9468542717311266,1,0.8969148364004117,0.3450749944166406,202
mgmt,0.0011001151760865469,1,2.662786755018261e-4,0.9870015107768675,203
mgmt,6.715243488613169,1,1.472896260334464,0.226723549565443,204
mgmt,0.4656360864897806,1,0.14032295224371466,0.7084688916991558,205
mgmt,0.2169154619176652,1,0.0556589225120439,0.8138030897370931,206
mgmt,12.52898185115248,1,3.672279756528775,0.05715305781826197,207
mgmt,15.217218526674515,1,4.168386671813574,0.04286967014630285,208
mgmt,6.285732716737925,1,1.4247379333986616,0.234437140464246,209
mgmt,5.104097262367873,1,1.4288809457324567,0.2337611335463041,210
mgmt,10.131548230396561,1,2.927179806419955,0.08908722567040862,211
mgmt,12.678038382494151,1,3.257902000251708,0.0730085914342995,212
mgmt,7.758164418844785,1,2.1368246442302232,0.1458107495927355,213
mgmt,6.312771104373837,1,1.609685966430507,0.20642582601790094,214
mgmt,5.620621602458982,1,1.4458703131616946,0.23101370395462514,215
mgmt,6.334354529933762,1,1.7099672208592593,0.1929134631172241,216
mgmt,5.522920094188521,1,1.4109959488338901,0.23669652048745476,217
mgmt,14.280624151895381,1,4.050432154179474,0.04588059058262444,218
mgmt,25.15201943449955,1,8.053386106752239,0.0051460715495922375,219
mgmt,6.035357584881012,1,1.7444492615590814,0.1885103151049449,220
mgmt,3.093695113177432,1,0.8139515274210892,0.3683454227379034,221
mgmt,2.0301303016735233,1,0.6288268177291223,0.4289903543485082,222
mgmt,6.197206380817192,1,1.6954572432740669,0.1948024109531292,223
mgmt,16.619922261810075,1,4.681907090009455,0.032003684163002415,224
mgmt,0.2942993521186281,1,0.06953996144313687,0.7923557931323613,225
mgmt,1.5857768001886825,1,0.3724516391022929,0.5425589698642552,226
mgmt,2.1609940014100175,1,0.5204497259840594,0.4717297484313444,227
mgmt,8.556819789280894,1,2.0444259896468098,0.1547642773342878,228
mgmt,0.5092204531747484,1,0.13031421532675258,0.718594859129938,229
mgmt,0.009113866795019021,1,0.0019720150143787444,0.964636474435453,230
mgmt,7.02090632702857,1,1.8113266502236685,0.18030184035974856,231
mgmt,2.4273464492105177,1,0.6424336440330368,0.4240500867817487,232
mgmt,3.062458871011472,1,0.7868963369886374,0.37640579353180925,233
mgmt,5.019048633170428,1,1.2160578662362,0.2718339862217866,234
mgmt,2.620516238024152,1,0.6332156867991643,0.4273874005208489,235
mgmt,3.5025385475519215,1,0.8713390632095896,0.35202740899165497,236
mgmt,8.30077844557411,1,2.036883639047282,0.15552244505066123,237
mgmt,7.4668759923607695,1,2.1107794444147707,0.1482733260125916,238
mgmt,15.92855190086766,1,4.3019974194764945,0.03971078576382561,239
mgmt,0.11425166448623258,1,0.029749221713926063,0.8632840430710582,240
mgmt,9.217974217435312,1,2.407165009403985,0.1228072962674729,241
mgmt,13.825046120278671,1,3.7480044074563237,0.05467859510226996,242
mgmt,4.1068358071797775,1,1.0912531007216462,0.29780974560467294,243
mgmt,3.7034715726097147,1,0.9380601389110754,0.3342764213502719,244
mgmt,0.004941007611819259,1,0.001042193433200835,0.97428761672834,245
mgmt,4.975990740487305,1,1.1902851547632958,0.2769542616709206,246
mgmt,1.094992627915758,1,0.2737413722096575,0.6015753718801206,247
mgmt,4.130310688152235,1,0.9809135373219693,0.3235070742198367,248
mgmt,11.633586119723077,1,3.5392634931566413,0.06179528924953606,249
mgmt,11.766840521591007,1,2.6733591710243014,0.1040566824951577,250
mgmt,1.4276939333590235,1,0.4078895522797001,0.5239791742214772,251
mgmt,3.377585216910802,1,0.9392270097526747,0.33397687033395373,252
mgmt,3.0251560030111477,1,0.7263664765884794,0.3953700272178837,253
mgmt,16.208169589960676,1,3.995044683289809,0.047371342123656124,254
mgmt,14.27558156716168,1,3.4131686915377646,0.06657210110721666,255
mgmt,10.788099966929224,1,3.356255008318371,0.06885725118216109,256
mgmt,20.60413898052809,1,5.7173862322394156,0.017989280749380526,257
mgmt,0.20760725159038884,1,0.04780050977258706,0.8272214925856403,258
mgmt,8.377591077255488,1,2.3106658025749325,0.13051322464063503,259
mgmt,12.907003303147121,1,3.809657704044792,0.0527486645163529,260
mgmt,0.20104916873140155,1,0.04784376272282965,0.8271445855740032,261
mgmt,26.589363154672924,1,7.161350812692829,0.00824478263833897,262
mgmt,20.21581511830584,1,6.726656001591005,0.010402305008208138,263
mgmt,0.28533667198973944,1,0.06902438197979392,0.7931092566476955,264
mgmt,13.37339079783851,1,3.6116335066292855,0.05922137848412284,265
mgmt,3.0274742711892486,1,0.7748401186518087,0.3800779168589913,266
mgmt,11.780766756785738,1,3.0591705691979687,0.08224940235903239,267
mgmt,17.255661526092467,1,4.910653565933695,0.028139239342667068,268
mgmt,2.548761871164743,1,0.575754856412449,0.4491260312960652,269
mgmt,2.5558221732223956,1,0.6469471117978135,0.4224303289820478,270
mgmt,5.6800620131566575,1,1.6141705137482,0.20579805947492003,271
mgmt,10.243076643547965,1,3.062050035027889,0.08210676429023397,272
mgmt,0.04110886858040885,1,0.008975606081419814,0.9246431844103566,273
mgmt,8.769135630195024,1,2.443645437183208,0.12002804436636536,274
mgmt,20.843206125778465,1,5.653733311810178,0.018629399174218034,275
mgmt,1.4324498122357454,1,0.3651964513630488,0.5465122039909189,276
mgmt,34.37542902434427,1,9.365535515003426,0.0026037631292425687,277
mgmt,0.4892563496522371,1,0.13175237504233944,0.7171133365703657,278
mgmt,15.178728813937482,1,3.9805796359561083,0.047769108006544575,279
mgmt,8.470371629781312,1,2.2966753488359943,0.13167487784992302,280
mgmt,11.489592410390628,1,3.159374263887123,0.07744055296964826,281
mgmt,11.349818240417335,1,3.1313419697894735,0.07875425949484025,282
mgmt,1.3598036395510462,1,0.35390910672393017,0.5527704951415309,283
mgmt,30.70606889510907,1,9.623679026143414,0.0022805933019103154,284
mgmt,12.857070947531838,1,2.9649844466784585,0.08706737507065544,285
mgmt,3.086576081458702,1,0.6810347560984712,0.4104908085787212,286
mgmt,9.208650103863079,1,2.5934276259775064,0.10932947954889168,287
mgmt,14.020162380922784,1,3.289524955731428,0.07164503436798354,288
mgmt,3.4586458862701193,1,0.8871619709277222,0.34770385437528306,289
mgmt,2.4905394115991726,1,0.8656035305380785,0.3536128223643198,290
mgmt,5.666806391684418,1,1.3603138161691495,0.24526305325708747,291
mgmt,14.550406939737286,1,4.323427076881191,0.039227556373787026,292
mgmt,0.016700669079909858,1,0.0038318235488507746,0.9507203321702742,293
mgmt,6.663165950391317,1,1.8055423424666344,0.18099506486904512,294
mgmt,3.521375455986913,1,0.9864752447341234,0.3221434580421665,295
mgmt,5.725202122772998,1,1.551633145936145,0.21476212585623589,296
mgmt,3.4131610902089733,1,0.9202645547710289,0.3388899580287429,297
mgmt,0.18559681099543468,1,0.0545171735053387,0.8156877163285536,298
mgmt,2.079912726692214,1,0.600185233918501,0.4396800063046401,299
mgmt,1.7206215112093446,1,0.5620753958010732,0.45455436964391116,300
mgmt,2.4054050732626138,1,0.6126692557946671,0.4349711346854708,301
mgmt,3.5509165889436645,1,0.9002054280172729,0.34419413296649326,302
mgmt,23.355003506762387,1,5.72271968957223,0.01793669841573061,303
mgmt,3.7660359741008733,1,1.061205056995869,0.30453501316175907,304
mgmt,1.3968060065278678,1,0.4069485211342521,0.52445766828216,305
mgmt,4.756165218212459,1,1.2761986896576243,0.2603410638890873,306
mgmt,1.410869218005928,1,0.3817944878141316,0.5375454126722865,307
mgmt,9.349901131854153,1,2.3954072740402723,0.12371834166280345,308
mgmt,32.0098884202074,1,6.597645098687231,0.011149478013367924,309
mgmt,18.58625866794506,1,5.910864226781399,0.016180742520869013,310
mgmt,8.921260011734603,1,2.149348368570349,0.14464321705930364,311
mgmt,0.6995498932496957,1,0.1725885797511478,0.678392283004285,312
mgmt,2.82635254656293,1,0.7096488706304167,0.40085005763136083,313
mgmt,0.9722810368650698,1,0.29084968665968436,0.5904454257236911,314
mgmt,1.5616014870371373,1,0.3243666920750818,0.5698143533621548,315
mgmt,1.9489228274578636,1,0.5310871189979789,0.467242787913311,316
mgmt,17.765410094261938,1,4.595594189558414,0.03360387512110516,317
mgmt,17.024670476754295,1,4.425800205652438,0.03700353255451832,318
mgmt,0.4019092301078899,1,0.10110301412716714,0.75093520571418,319
mgmt,8.302122390070167,1,2.0909614190940413,0.15017887876977,320
mgmt,21.969255087430838,1,5.932051076837058,0.015994553472572996,321
mgmt,0.10412455355083239,1,0.028082756486336173,0.8671314542450387,322
mgmt,12.26821181512031,1,3.954146928872258,0.04850519158349794,323
mgmt,12.456165044378054,1,3.757728141113354,0.054369261164536685,324
mgmt,10.167767670811145,1,2.9942364895910134,0.08553883414992727,325
mgmt,13.625140906960382,1,3.0974226525200788,0.08037635124991438,326
mgmt,0.02312269828848912,1,0.00564231438673532,0.9402191811106666,327
mgmt,9.605908790219928,1,2.403634771323459,0.12308004449572632,328
mgmt,0.4279367373384275,1,0.1264021581969924,0.7226722419458611,329
mgmt,3.582087184810689,1,1.0714391095712896,0.30222252357333995,330
mgmt,0.07489250000571701,1,0.018084465452446224,0.8931975600263691,331
mgmt,5.8700120473170045,1,1.5627643776484823,0.2131329590929182,332
mgmt,11.598686560306703,1,3.963848407561222,0.04823363511096393,333
mgmt,14.242988065229952,1,3.594771667257033,0.05981061845121293,334
mgmt,11.40084651055463,1,3.369033694206496,0.0683368961866859,335
mgmt,24.283681093409996,1,7.241236258060466,0.007901626663975387,336
mgmt,2.6776155371716186,1,0.8991314898855782,0.3444812798293596,337
mgmt,12.8332376931628,1,2.7647158849730342,0.0983716890886512,338
mgmt,1.4145880510741335,1,0.42382566856344195,0.5159920465696293,339
mgmt,14.674076383509373,1,3.699578225698865,0.05624746337420999,340
mgmt,9.608212910119846,1,2.5077227509837985,0.11531472029843098,341
mgmt,7.318827826973234,1,2.107088725055572,0.1486260999467996,342
mgmt,2.1688885888008826,1,0.6479138589185476,0.42208460118830404,343
mgmt,8.923104705762967,1,2.835464586367283,0.09420404029623551,344
mgmt,6.425538805739507,1,1.5727596001913928,0.21168264934915784,345
mgmt,2.9812388476257183,1,0.7937586457087776,0.37433802907568325,346
mgmt,15.95595155922365,1,3.906719802740748,0.04985641195278494,347
mgmt,0.4269753065190116,1,0.11815091118157761,0.7315115358130093,348
mgmt,5.361470208314756,1,1.8624670319238723,0.17430556014415216,349
mgmt,1.583908301716633,1,0.33606549876478425,0.5629454236440281,350
mgmt,3.0290367488786387,1,0.7702717883647635,0.3814826387089274,351
mgmt,3.2446427920034466,1,0.8852168302515605,0.34823142769404714,352
mgmt,13.017293392891077,1,4.1600137311366945,0.043076312817624925,353
mgmt,6.746197338864022,1,1.8056066651372968,0.18098733899406189,354
mgmt,6.343890184265433,1,1.6988516270520513,0.19435857474507814,355
mgmt,1.6669981118866417e-4,1,4.244694382102821e-5,0.994810037705645,356
mgmt,7.484265046239329,1,2.220593346416595,0.13819981827889066,357
mgmt,0.6133582711123609,1,0.1714547426464332,0.6793909048901525,358
mgmt,13.058943086453723,1,3.536560997580408,0.06189370623959239,359
mgmt,9.46526831676465,1,2.3451029250280593,0.12770263450222746,360
mgmt,0.39996395765717807,1,0.1259513021101089,0.723146701460553,361
mgmt,15.648774447356686,1,3.5653103812612037,0.06085531882287723,362
mgmt,0.3678422138142423,1,0.08778752004131794,0.7674030109375758,363
mgmt,26.950859404669586,1,6.07330497996927,0.014808912260793183,364
mgmt,7.45862271424437,1,1.9854584075767514,0.16080674939540057,365
mgmt,9.197504259571929,1,2.684673319682035,0.1033333302898377,366
mgmt,9.147483709567723,1,2.0878697071759658,0.15047866553421577,367
mgmt,1.2024774895784276,1,0.308723305782314,0.5792606381392211,368
mgmt,2.554164495182931,1,0.7145144659507072,0.39924377287536383,369
mgmt,6.026521932276296,1,1.6765422859761732,0.1972976705685602,370
mgmt,14.342540512411915,1,4.249287765057072,0.040926422209310954,371
mgmt,1.0292540006784066,1,0.3169365537808228,0.5742627175547707,372
mgmt,3.583986949506766,1,1.0723363676221722,0.30202086883857465,373
mgmt,1.7400100215771772,1,0.47485713600075524,0.49178474926114357,374
mgmt,0.5438331780602539,1,0.14106992096714366,0.7077298966229282,375
mgmt,2.397016330663064,1,0.8282525758222892,0.36418230869132584,376
mgmt,15.678031723714184,1,4.499983020071478,0.0354755380711221,377
mgmt,0.783590879952385,1,0.23023559766072693,0.6320212536762927,378
mgmt,6.26750520330927,1,1.9030499507613712,0.16971158891885535,379
mgmt,32.95031741010388,1,10.446009363170726,0.0014997222208356096,380
mgmt,5.093532881007491,1,1.4188104061338553,0.23540847072125312,381
mgmt,8.526830133443582,1,1.8664688121126844,0.1738462072960976,382
mgmt,4.467996859508617,1,1.302585231775001,0.2554904884633141,383
mgmt,3.967787641554878,1,0.9821200193942486,0.32321061960935915,384
mgmt,17.784645711833377,1,4.792067162414653,0.030077228421457276,385
mgmt,4.093859077998218,1,1.1291926872607632,0.2895898215210959,386
mgmt,12.23347390768322,1,4.397840377461399,0.03759737519617972,387
mgmt,4.4807633676509795,1,1.1547983958515045,0.2842062319397607,388
mgmt,17.10569177335867,1,3.9356502656728063,0.04902746420193387,389
mgmt,12.260710027237792,1,3.031633988384677,0.08362718788406304,390
mgmt,5.4929546026454545,1,1.6071875583381812,0.20677655269984402,391
mgmt,1.087920699867368,1,0.312001937442541,0.577255174158724,392
mgmt,13.893905624634442,1,4.296888293334754,0.0398269233421872,393
mgmt,0.7446048647860835,1,0.18787073010081579,0.6652934853703769,394
mgmt,14.912551065437697,1,4.7618711470403685,0.030592817193488064,395
mgmt,2.6464522681728226,1,0.8562086268253496,0.3562310474966116,396
mgmt,5.0497774209070485,1,1.2116133575670085,0.2727083947040583,397
mgmt,16.58203410296278,1,4.534746327677907,0.03478258568995042,398
